"search","socialmedia","termsconditions","age","behavior","interest","commercial","awareness","concern","regulation","comfort","F_internetuse","F_termsconditions","F_age","F_behavior","F_interest","F_commercial","F_awareness","F_concern","F_regulation","F_comfort","F_nationality"
1,2,2,32,2,1,3,4,2,4,3,"light_user","read","25-39","agree","agree","disagree","disagree","agree","disagree","uncomfortable","FINLAND"
1,1,3,40,2,2,4,1,2,3,2.66666666666667,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","disagree","comfortable","FINLAND"
1,1,1,17,4,1,1,1,4,4,1,"heavy_user","read","15-24","disagree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,5,2,36,4,2,4,2,2,2,3.66666666666667,"light_user","read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,2,31,2,2,2,1,1,1,3,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
2,5,2,74,4,3,3,4,2,1,3,"light_user","read","55+","disagree","disagree","disagree","disagree","agree","agree","uncomfortable","FINLAND"
1,5,3,48,2,3,2,2,1,1,4,"light_user","don't read","40-54","agree","disagree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,2,65,1,1,4,1,2,2,3,"heavy_user","read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
3,1,3,35,3,1,4,2,1,1,3,"light_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
2,2,2,44,4,4,3,1,2,2,2.33333333333333,"light_user","read","40-54","disagree","disagree","disagree","agree","agree","agree","comfortable","FINLAND"
1,3,3,44,4,2,3,1,3,2,2,"light_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,1,68,1,1,2,1,1,1,3,"heavy_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,64,4,4,4,1,1,3,3.66666666666667,"heavy_user","don't read","55+","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,1,3,32,2,3,4,1,1,2,3,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,42,2,3,2,1,2,3,2.33333333333333,"heavy_user","don't read","40-54","agree","disagree","agree","agree","agree","disagree","comfortable","FINLAND"
2,1,1,43,3,2,3,2,2,2,3,"light_user","read","40-54","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,2,24,3,2,3,1,1,2,2,"heavy_user","read","15-24","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
2,2,3,19,4,1,4,2,3,3,1.33333333333333,"light_user","don't read","15-24","disagree","agree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,1,19,1,2,2,1,4,1,1.66666666666667,"heavy_user","read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","FINLAND"
1,1,3,40,4,1,4,1,4,1,1,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,3,52,4,4,4,1,1,3,4,"heavy_user","don't read","40-54","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,2,3,39,2,1,2,1,1,3,3,"light_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","uncomfortable","FINLAND"
1,1,2,54,1,2,2,1,1,1,2,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,42,3,3,2,1,2,2,2.66666666666667,"heavy_user","don't read","40-54","disagree","disagree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,33,3,2,3,1,2,4,2,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","agree","disagree","comfortable","FINLAND"
1,1,3,43,1,2,2,1,2,3,2,"heavy_user","don't read","40-54","agree","agree","agree","agree","agree","disagree","comfortable","FINLAND"
1,3,3,46,4,4,4,1,4,4,2,"light_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","disagree","comfortable","PORTUGAL"
2,1,1,82,1,2,2,1,1,2,3,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,3,3,38,3,1,3,1,2,1,3,"light_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
4,1,2,71,2,1,2,4,1,2,3,"light_user","read","55+","agree","agree","agree","disagree","agree","agree","uncomfortable","FINLAND"
1,5,2,49,4,3,4,1,2,1,4,"light_user","read","40-54","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,42,3,3,4,2,3,3,3.33333333333333,"heavy_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","disagree","uncomfortable","FINLAND"
4,1,2,38,1,3,4,2,2,1,2.33333333333333,"light_user","read","25-39","agree","disagree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,3,15,1,1,4,1,1,1,4,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,3,3,62,2,3,1,1,2,2,2,"light_user","don't read","55+","agree","disagree","agree","agree","agree","agree","comfortable","FINLAND"
1,5,2,49,4,2,1,1,1,1,3.66666666666667,"light_user","read","40-54","disagree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,2,2,43,2,2,3,1,2,2,2,"light_user","read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
2,5,3,42,2,2,4,2,1,3,4,"light_user","don't read","40-54","agree","agree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,2,3,60,2,2,4,1,1,2,3,"light_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,5,2,36,3,2,2,2,2,1,2,"light_user","read","25-39","disagree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,1,3,53,4,4,4,1,2,2,4,"light_user","don't read","40-54","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
2,1,3,35,3,2,2,2,1,1,3,"light_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,1,26,2,3,3,1,1,2,3,"heavy_user","read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,2,52,2,2,4,1,2,3,3,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,5,3,40,3,2,2,1,1,3,2.66666666666667,"light_user","don't read","40-54","disagree","agree","agree","agree","agree","disagree","comfortable","FINLAND"
1,5,1,55,2,1,1,1,1,1,2,"light_user","read","55+","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,2,2,44,3,2,2,1,2,2,2.66666666666667,"light_user","read","40-54","disagree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,1,3,63,2,3,4,1,4,1,2.33333333333333,"light_user","don't read","55+","agree","disagree","disagree","agree","disagree","agree","comfortable","FINLAND"
2,1,3,17,2,3,3,1,2,1,2,"light_user","don't read","15-24","agree","disagree","disagree","agree","agree","agree","comfortable","FINLAND"
1,5,3,61,4,2,3,2,3,2,2,"light_user","don't read","55+","disagree","agree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,2,36,3,2,4,1,2,2,2.33333333333333,"heavy_user","read","25-39","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
2,3,2,25,2,2,2,2,3,2,2,"light_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","FINLAND"
2,3,3,17,2,2,2,3,3,3,2.33333333333333,"light_user","don't read","15-24","agree","agree","agree","disagree","disagree","disagree","comfortable","FINLAND"
1,1,3,52,3,2,2,2,3,2,2.33333333333333,"heavy_user","don't read","40-54","disagree","agree","agree","agree","disagree","agree","comfortable","FINLAND"
2,2,3,55,4,3,2,1,4,4,2,"light_user","don't read","55+","disagree","disagree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,3,2,52,2,1,3,1,2,2,2.33333333333333,"light_user","read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,2,30,2,2,2,2,3,2,2,"heavy_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","FINLAND"
1,2,3,38,2,3,3,1,1,2,2.66666666666667,"light_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,3,53,2,2,1,1,1,4,4,"heavy_user","don't read","40-54","agree","agree","agree","agree","agree","disagree","uncomfortable","FINLAND"
2,2,2,59,3,2,3,2,2,2,2,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,5,2,42,3,2,3,2,3,2,3,"light_user","read","40-54","disagree","agree","disagree","agree","disagree","agree","uncomfortable","FINLAND"
1,4,2,40,2,2,4,1,2,4,2.33333333333333,"light_user","read","40-54","agree","agree","disagree","agree","agree","disagree","comfortable","FINLAND"
2,2,2,61,2,2,2,2,2,2,2,"light_user","read","55+","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,28,2,2,4,2,2,2,1.66666666666667,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,3,3,42,1,4,1,1,1,1,4,"light_user","don't read","40-54","agree","disagree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,42,4,2,4,1,3,3,2.33333333333333,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,51,4,2,4,1,1,1,3.33333333333333,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,3,1,44,3,3,4,1,1,3,3,"light_user","read","40-54","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,1,2,50,1,2,1,1,1,1,2.66666666666667,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,2,3,62,1,1,3,1,1,3,3,"light_user","don't read","55+","agree","agree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,2,3,49,3,1,1,1,2,3,2,"light_user","don't read","40-54","disagree","agree","agree","agree","agree","disagree","comfortable","FINLAND"
1,3,3,49,3,3,3,1,2,2,3,"light_user","don't read","40-54","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,51,2,1,3,2,2,2,4,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,3,47,2,2,2,2,2,2,2,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,1,18,4,2,2,1,2,2,2.66666666666667,"heavy_user","read","15-24","disagree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,39,1,1,4,2,1,2,4,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,3,31,2,2,3,2,1,2,2.33333333333333,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
2,5,2,35,3,3,3,2,2,3,2.66666666666667,"light_user","read","25-39","disagree","disagree","disagree","agree","agree","disagree","comfortable","FINLAND"
2,1,1,39,4,2,4,1,2,2,3.66666666666667,"light_user","read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,2,48,4,4,4,1,1,4,3.33333333333333,"light_user","read","40-54","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,1,3,47,4,4,4,2,4,2,3.33333333333333,"heavy_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","agree","uncomfortable","FINLAND"
5,5,2,67,3,3,3,3,3,3,3.33333333333333,"light_user","read","55+","disagree","disagree","disagree","disagree","disagree","disagree","uncomfortable","OTHER COUNTRIES"
1,1,1,43,2,2,4,2,2,2,3,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
2,5,3,29,3,1,4,1,3,1,2,"light_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,3,37,2,2,4,2,3,3,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","disagree","comfortable","FINLAND"
2,1,2,51,2,1,2,1,2,2,2,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,2,1,47,2,1,3,1,1,3,2,"light_user","read","40-54","agree","agree","disagree","agree","agree","disagree","comfortable","FINLAND"
1,3,2,45,4,3,4,2,3,3,2,"light_user","read","40-54","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,59,3,2,2,1,2,3,2,"heavy_user","don't read","55+","disagree","agree","agree","agree","agree","disagree","comfortable","FINLAND"
1,1,3,64,4,2,2,2,2,2,2,"heavy_user","don't read","55+","disagree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,2,1,49,3,2,3,2,2,2,2.33333333333333,"light_user","read","40-54","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,3,47,2,3,4,1,1,2,3,"heavy_user","don't read","40-54","agree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,42,1,1,1,1,4,4,2.66666666666667,"heavy_user","don't read","40-54","agree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,2,3,44,4,3,4,1,4,4,2,"light_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,16,4,2,3,2,3,2,2,"heavy_user","don't read","15-24","disagree","agree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,1,17,3,2,3,1,3,3,2,"heavy_user","read","15-24","disagree","agree","disagree","agree","disagree","disagree","comfortable","FINLAND"
2,3,3,74,3,3,2,1,1,1,3,"light_user","don't read","55+","disagree","disagree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,16,1,4,4,1,1,4,4,"heavy_user","don't read","15-24","agree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,1,1,33,3,2,3,1,2,2,3,"heavy_user","read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,42,2,3,1,1,1,1,2,"heavy_user","don't read","40-54","agree","disagree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,51,3,3,4,1,3,4,2,"heavy_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,67,4,2,2,3,3,2,2,"heavy_user","don't read","55+","disagree","agree","agree","disagree","disagree","agree","comfortable","FINLAND"
1,1,1,19,2,2,2,1,2,2,2.33333333333333,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,17,3,1,2,1,4,4,2,"heavy_user","don't read","15-24","disagree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
2,2,2,29,2,2,2,2,2,2,2,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,5,3,44,3,3,3,2,4,2,2.66666666666667,"light_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,2,19,2,2,2,2,2,2,2,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,38,3,2,2,1,3,3,2.66666666666667,"heavy_user","don't read","25-39","disagree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
2,3,1,25,2,2,2,1,3,3,2,"light_user","read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,24,2,2,4,1,1,2,3,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
2,5,2,50,4,3,2,2,2,3,3.33333333333333,"light_user","read","40-54","disagree","disagree","agree","agree","agree","disagree","uncomfortable","FINLAND"
3,1,1,15,3,2,3,2,2,2,2,"light_user","read","15-24","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,5,3,57,3,3,1,3,1,1,3.66666666666667,"light_user","don't read","55+","disagree","disagree","agree","disagree","agree","agree","uncomfortable","FINLAND"
3,1,1,58,3,2,4,1,3,2,2,"light_user","read","55+","disagree","agree","disagree","agree","disagree","agree","comfortable","FINLAND"
1,1,1,59,4,3,2,1,1,1,3,"heavy_user","read","55+","disagree","disagree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,29,2,2,2,1,1,4,1.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","comfortable","FINLAND"
2,1,1,54,4,3,4,2,1,2,3,"light_user","read","40-54","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,5,1,26,2,2,2,1,3,3,2.66666666666667,"light_user","read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,2,3,22,3,3,3,3,3,2,2.66666666666667,"light_user","don't read","15-24","disagree","disagree","disagree","disagree","disagree","agree","comfortable","ROMANIA"
2,1,3,25,3,2,4,2,4,2,4,"light_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","uncomfortable","FINLAND"
1,1,3,33,2,2,3,1,3,4,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,70,4,4,4,2,1,1,4,"heavy_user","don't read","55+","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
2,5,2,89,3,3,3,2,3,3,2.33333333333333,"light_user","read","55+","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,2,34,2,2,3,2,1,2,3,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,1,28,1,1,4,1,1,1,2,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,3,3,25,3,2,4,1,2,2,3.66666666666667,"light_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,49,4,2,1,1,4,4,1.66666666666667,"heavy_user","don't read","40-54","disagree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,1,2,40,4,2,4,1,2,4,2,"heavy_user","read","40-54","disagree","agree","disagree","agree","agree","disagree","comfortable","FINLAND"
2,2,2,65,4,3,4,1,1,1,3.33333333333333,"light_user","read","55+","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,5,3,50,3,2,4,2,2,1,2.66666666666667,"light_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,3,49,1,2,3,1,2,2,2.33333333333333,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,2,27,3,2,4,2,2,1,3,"heavy_user","read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,2,42,2,2,3,2,2,3,3,"light_user","read","40-54","agree","agree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
2,2,1,53,3,2,3,2,2,2,2.66666666666667,"light_user","read","40-54","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,1,44,4,2,3,2,2,2,3,"heavy_user","read","40-54","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,2,36,3,2,3,2,2,2,3,"light_user","read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,3,2,45,3,2,2,2,2,2,3,"light_user","read","40-54","disagree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,2,22,2,1,2,1,2,2,2,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,2,3,32,3,2,2,1,2,2,2.66666666666667,"light_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,2,66,4,4,4,2,2,3,3,"heavy_user","read","55+","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
3,5,3,67,4,2,1,1,4,4,2.66666666666667,"light_user","don't read","55+","disagree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
1,3,1,58,3,2,4,1,2,1,2,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,3,28,1,3,4,1,1,2,3.33333333333333,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,3,41,2,2,2,3,2,3,3,"light_user","don't read","40-54","agree","agree","agree","disagree","agree","disagree","uncomfortable","FINLAND"
1,1,1,61,1,1,1,1,2,2,3,"heavy_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,5,2,73,2,2,1,2,1,2,2,"light_user","read","55+","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,3,3,32,4,2,3,2,3,4,3,"light_user","don't read","25-39","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","FINLAND"
2,2,1,39,2,2,2,2,3,2,2,"light_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","FINLAND"
2,2,2,69,3,3,3,2,3,3,3,"light_user","read","55+","disagree","disagree","disagree","agree","disagree","disagree","uncomfortable","FINLAND"
3,2,3,19,2,2,2,2,2,2,2,"light_user","don't read","15-24","agree","agree","agree","agree","agree","agree","comfortable","SLOVENIA"
5,2,2,41,2,1,1,3,4,3,3,"light_user","read","40-54","agree","agree","agree","disagree","disagree","disagree","uncomfortable","POLAND"
1,1,3,30,3,2,4,2,1,4,3,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
1,1,3,60,4,4,4,1,1,4,2,"heavy_user","don't read","55+","disagree","disagree","disagree","agree","agree","disagree","comfortable","FINLAND"
1,1,3,44,3,2,3,1,1,3,3,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
2,2,3,33,2,3,3,2,2,2,2.66666666666667,"light_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,1,59,4,4,2,1,1,2,4,"heavy_user","read","55+","disagree","disagree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,49,3,2,3,1,3,3,2,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","disagree","comfortable","FINLAND"
2,2,3,57,2,3,2,2,2,3,2,"light_user","don't read","55+","agree","disagree","agree","agree","agree","disagree","comfortable","FINLAND"
1,3,3,48,4,3,3,1,1,4,4,"light_user","don't read","40-54","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","FINLAND"
2,2,3,19,2,2,4,2,2,2,2.33333333333333,"light_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,3,38,3,2,2,2,2,2,3,"heavy_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
2,5,3,56,2,3,2,3,2,4,2.33333333333333,"light_user","don't read","55+","agree","disagree","agree","disagree","agree","disagree","comfortable","FINLAND"
1,2,3,24,1,1,2,1,2,2,2.33333333333333,"light_user","don't read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,3,1,66,4,2,4,1,2,1,3,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,45,2,4,2,1,1,2,4,"heavy_user","don't read","40-54","agree","disagree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,19,2,2,4,1,1,2,2.66666666666667,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,1,1,18,2,1,2,1,4,2,2,"heavy_user","read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","FINLAND"
1,1,2,18,2,2,1,1,1,2,3.33333333333333,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
3,2,2,19,2,2,2,2,2,2,2.66666666666667,"light_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,2,1,33,2,2,2,2,2,2,2.66666666666667,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,2,3,19,2,2,2,3,3,3,2.66666666666667,"light_user","don't read","15-24","agree","agree","agree","disagree","disagree","disagree","comfortable","FINLAND"
3,3,2,41,3,3,3,2,2,2,2,"light_user","read","40-54","disagree","disagree","disagree","agree","agree","agree","comfortable","BULGARIA"
2,2,3,55,2,2,2,2,2,2,2.66666666666667,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
4,1,2,71,2,2,3,3,4,1,2.33333333333333,"light_user","read","55+","agree","agree","disagree","disagree","disagree","agree","comfortable","FINLAND"
2,1,1,16,2,2,1,1,2,2,2.33333333333333,"light_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,1,27,2,4,4,1,4,2,2,"heavy_user","read","25-39","agree","disagree","disagree","agree","disagree","agree","comfortable","FINLAND"
2,4,1,32,3,3,3,1,3,3,2,"light_user","read","25-39","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,1,19,3,2,3,1,2,2,3,"heavy_user","read","15-24","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,3,71,2,2,3,2,2,2,3,"light_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,2,16,2,1,3,1,2,2,3,"light_user","read","15-24","agree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,2,3,65,2,2,2,2,2,1,2,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,3,56,1,2,1,1,1,1,3,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
2,2,1,73,4,1,4,1,1,1,4,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
2,2,2,19,2,2,2,2,2,2,2,"light_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
1,1,2,27,3,2,3,2,2,2,2.66666666666667,"heavy_user","read","25-39","disagree","agree","disagree","agree","agree","agree","comfortable","POLAND"
1,1,3,57,1,4,4,1,1,1,2.33333333333333,"heavy_user","don't read","55+","agree","disagree","disagree","agree","agree","agree","comfortable","FINLAND"
1,2,2,27,2,1,2,2,2,2,3,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,63,3,2,3,1,1,1,4,"heavy_user","don't read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,2,45,2,2,2,2,2,1,2,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","FINLAND"
2,2,2,65,2,2,2,3,2,3,2,"light_user","read","55+","agree","agree","agree","disagree","agree","disagree","comfortable","FINLAND"
2,3,3,50,1,4,4,1,2,1,4,"light_user","don't read","40-54","agree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,1,3,18,3,3,3,1,4,2,2,"heavy_user","don't read","15-24","disagree","disagree","disagree","agree","disagree","agree","comfortable","ESTONIA"
1,5,3,31,2,1,4,1,2,2,2,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","FINLAND"
1,2,3,62,3,3,3,1,3,3,2,"light_user","don't read","55+","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,1,32,3,3,3,1,2,2,3,"heavy_user","read","25-39","disagree","disagree","disagree","agree","agree","agree","uncomfortable","FINLAND"
1,3,3,49,2,2,1,2,2,2,3,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","FINLAND"
3,3,3,64,3,2,3,3,2,2,2.66666666666667,"light_user","don't read","55+","disagree","agree","disagree","disagree","agree","agree","comfortable","FINLAND"
1,5,3,50,4,3,4,1,4,3,2,"light_user","don't read","40-54","disagree","disagree","disagree","agree","disagree","disagree","comfortable","FINLAND"
1,1,3,31,3,2,1,1,4,3,2,"heavy_user","don't read","25-39","disagree","agree","agree","agree","disagree","disagree","comfortable","FINLAND"
