"search","socialmedia","termsconditions","age","behavior","interest","commercial","awareness","concern","regulation","comfort","F_internetuse","F_termsconditions","F_age","F_behavior","F_interest","F_commercial","F_awareness","F_concern","F_regulation","F_comfort","F_nationality"
1,1,1,63,4,1,4,1,4,4,2,"heavy_user","read","55+","disagree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,5,1,60,2,2,4,1,2,2,3,"light_user","read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,2,1,70,1,2,2,1,3,1,3,"light_user","read","55+","agree","agree","agree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,23,1,2,2,1,2,1,2,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,30,3,1,4,1,3,3,2,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,2,24,3,3,2,1,4,2,3.66666666666667,"heavy_user","read","15-24","disagree","disagree","agree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,22,2,3,3,1,3,2,2.33333333333333,"heavy_user","don't read","15-24","agree","disagree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,1,36,2,4,4,1,2,1,4,"heavy_user","read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,51,2,2,4,1,3,2,2,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,5,3,32,2,2,2,1,3,2,2,"light_user","don't read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,1,1,50,1,1,4,1,1,1,3,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,32,4,2,3,1,3,2,1.33333333333333,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,57,2,1,1,1,4,2,2.33333333333333,"heavy_user","don't read","55+","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,1,1,23,3,2,4,1,2,4,3,"heavy_user","read","15-24","disagree","agree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,25,2,1,1,1,3,4,1.66666666666667,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,3,3,45,1,1,2,1,2,2,2.33333333333333,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,27,1,1,4,1,2,2,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
2,2,1,73,4,2,4,2,3,1,3,"light_user","read","55+","disagree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,65,4,1,2,1,4,3,2,"heavy_user","don't read","55+","disagree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,30,1,2,1,2,4,3,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,2,3,75,2,1,4,1,1,1,4,"light_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,22,2,1,2,1,3,2,1.66666666666667,"heavy_user","don't read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,3,3,76,3,2,2,1,2,3,2.66666666666667,"light_user","don't read","55+","disagree","agree","agree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,56,2,2,2,1,1,1,4,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
2,1,3,25,2,1,4,1,4,1,2.66666666666667,"light_user","don't read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,2,15,1,4,2,4,2,2,2.33333333333333,"heavy_user","read","15-24","agree","disagree","agree","disagree","agree","agree","comfortable","SWEDEN"
1,1,3,57,1,1,4,1,4,1,4,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,29,1,4,4,1,1,2,3,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,64,1,2,4,1,2,1,3,"heavy_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,1,37,1,3,3,1,1,2,3.33333333333333,"heavy_user","read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,33,1,2,4,1,3,3,2.66666666666667,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,2,30,3,3,1,1,2,4,2,"heavy_user","read","25-39","disagree","disagree","agree","agree","agree","disagree","comfortable","SWEDEN"
2,1,3,28,2,4,4,1,1,2,4,"light_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,2,41,2,2,2,1,3,2,3,"heavy_user","read","40-54","agree","agree","agree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,60,2,3,4,1,2,4,3,"heavy_user","don't read","55+","agree","disagree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
2,1,1,28,2,1,4,2,2,2,2,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,39,3,1,4,1,3,2,3,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
2,4,2,44,3,2,1,1,1,1,4,"light_user","read","40-54","disagree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,2,2,60,3,1,2,1,2,3,3,"light_user","read","55+","disagree","agree","agree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,17,3,3,2,1,4,4,2,"heavy_user","don't read","15-24","disagree","disagree","agree","agree","disagree","disagree","comfortable","SWEDEN"
2,5,3,71,2,1,4,1,1,1,4,"light_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
3,5,3,81,1,1,1,2,1,1,2.66666666666667,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,45,3,2,2,1,2,3,2.33333333333333,"heavy_user","don't read","40-54","disagree","agree","agree","agree","agree","disagree","comfortable","SLOVENIA"
1,2,3,54,2,3,4,1,2,2,3,"light_user","don't read","40-54","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,71,1,3,3,1,1,4,2,"heavy_user","don't read","55+","agree","disagree","disagree","agree","agree","disagree","comfortable","SWEDEN"
1,5,1,48,2,3,2,1,2,2,4,"light_user","read","40-54","agree","disagree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,72,4,4,4,1,4,4,2,"heavy_user","don't read","55+","disagree","disagree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,3,1,38,1,4,4,1,2,1,3.33333333333333,"light_user","read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,60,4,3,4,1,3,4,2,"heavy_user","don't read","55+","disagree","disagree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,35,2,2,3,2,1,1,4,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
2,1,3,19,2,1,4,1,4,2,2,"light_user","don't read","15-24","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,1,60,4,2,1,1,1,1,4,"heavy_user","read","55+","disagree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,2,47,3,1,4,1,4,1,2,"heavy_user","read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","POLAND"
2,2,3,51,4,1,4,1,2,4,2,"light_user","don't read","40-54","disagree","agree","disagree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,62,4,1,4,1,4,4,4,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
3,3,3,76,1,1,1,1,4,4,4,"light_user","don't read","55+","agree","agree","agree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,1,2,35,2,1,3,1,3,2,2,"heavy_user","read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,55,2,1,1,1,4,4,2.33333333333333,"heavy_user","don't read","55+","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,1,40,2,3,3,1,4,4,2,"heavy_user","read","40-54","agree","disagree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,5,3,54,1,4,4,1,1,1,4,"light_user","don't read","40-54","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,3,2,71,2,2,4,3,2,3,3,"light_user","read","55+","agree","agree","disagree","disagree","agree","disagree","uncomfortable","SWEDEN"
1,1,1,54,2,2,3,1,2,2,2,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,37,1,3,4,1,2,1,3,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,2,3,71,2,2,1,1,2,3,2,"light_user","don't read","55+","agree","agree","agree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,31,1,1,3,1,1,1,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
2,3,3,58,3,1,4,1,3,3,2,"light_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,3,1,42,2,2,4,1,2,3,3.66666666666667,"light_user","read","40-54","agree","agree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,74,2,2,2,1,2,3,4,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","disagree","uncomfortable","SWEDEN"
1,2,3,30,2,1,2,2,3,4,3.33333333333333,"light_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","uncomfortable","SWEDEN"
2,5,3,40,2,1,2,1,2,2,2,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,3,1,67,2,3,3,2,2,2,2.33333333333333,"light_user","read","55+","agree","disagree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,3,1,59,2,2,3,1,3,2,2.33333333333333,"light_user","read","55+","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
2,3,3,48,2,3,2,1,3,2,2,"light_user","don't read","40-54","agree","disagree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,2,3,40,2,1,1,2,3,2,2,"light_user","don't read","40-54","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
2,1,3,69,1,2,2,1,3,2,3,"light_user","don't read","55+","agree","agree","agree","agree","disagree","agree","uncomfortable","FINLAND"
1,1,1,18,4,3,2,1,2,1,1.33333333333333,"heavy_user","read","15-24","disagree","disagree","agree","agree","agree","agree","comfortable","SWEDEN"
1,5,3,66,1,1,4,4,2,2,2.66666666666667,"light_user","don't read","55+","agree","agree","disagree","disagree","agree","agree","comfortable","SWEDEN"
2,3,2,75,2,2,2,1,1,1,3,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,5,2,88,2,1,2,1,1,2,3,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,25,3,1,4,1,3,2,2,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,2,3,38,2,2,4,1,3,2,2,"light_user","don't read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,5,3,73,1,1,4,1,3,1,3,"light_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,2,84,2,1,3,2,4,4,2.66666666666667,"heavy_user","read","55+","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,4,3,56,4,4,1,1,2,1,4,"light_user","don't read","55+","disagree","disagree","agree","agree","agree","agree","uncomfortable","SWEDEN"
2,4,3,67,2,2,3,1,4,4,1,"light_user","don't read","55+","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,57,1,1,4,1,3,1,3,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,1,57,1,1,4,2,4,4,3,"heavy_user","read","55+","agree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
2,2,3,67,1,1,4,1,4,1,3,"light_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,2,3,76,2,1,2,1,1,1,2,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,45,2,4,1,1,3,4,2,"heavy_user","don't read","40-54","agree","disagree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,34,2,2,1,1,4,3,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,43,2,1,2,1,3,2,2,"heavy_user","don't read","40-54","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,42,2,2,3,2,3,2,1.66666666666667,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,30,1,1,2,1,3,1,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,3,3,55,1,2,4,1,1,2,3.33333333333333,"light_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,41,1,1,4,1,2,3,2,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,44,2,1,3,1,4,2,1.66666666666667,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,34,4,4,4,1,4,4,1.66666666666667,"heavy_user","don't read","25-39","disagree","disagree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,1,65,1,1,2,1,2,1,3,"heavy_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,38,4,2,4,1,4,4,1.66666666666667,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
2,5,2,68,3,1,4,1,2,1,3,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,32,2,2,3,1,4,2,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,73,2,3,4,1,2,3,3,"heavy_user","don't read","55+","agree","disagree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,45,2,1,4,1,1,2,4,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
3,2,2,63,4,3,4,2,1,2,3,"light_user","read","55+","disagree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,27,2,2,2,1,3,3,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
2,4,3,69,4,4,1,2,4,1,2,"light_user","don't read","55+","disagree","disagree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,66,1,2,4,1,4,4,3,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,1,3,28,2,2,1,1,2,4,3.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,55,2,2,3,1,2,2,2,"heavy_user","don't read","55+","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,25,2,1,4,2,3,3,3,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,5,1,68,2,1,1,2,2,3,2.33333333333333,"light_user","read","55+","agree","agree","agree","agree","agree","disagree","comfortable","SWEDEN"
1,1,1,29,2,1,4,1,2,3,2.33333333333333,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,69,2,2,2,2,2,1,3.66666666666667,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,29,2,3,4,1,2,4,3,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,32,2,2,3,1,2,3,3,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,34,2,2,4,1,2,1,3,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
2,1,2,55,4,3,4,2,2,3,2.66666666666667,"light_user","read","55+","disagree","disagree","disagree","agree","agree","disagree","comfortable","SWEDEN"
1,1,2,66,3,4,4,1,1,4,3.66666666666667,"heavy_user","read","55+","disagree","disagree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,64,1,1,1,1,2,1,2,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,27,1,2,4,1,4,1,3.33333333333333,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,2,73,4,3,2,2,4,4,2.33333333333333,"heavy_user","read","55+","disagree","disagree","agree","agree","disagree","disagree","comfortable","HUNGARY"
1,1,2,63,2,1,2,1,4,4,2.33333333333333,"heavy_user","read","55+","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,68,3,3,2,2,3,3,2.66666666666667,"heavy_user","don't read","55+","disagree","disagree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,39,2,2,1,1,3,3,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,4,3,52,2,2,2,1,2,4,2.66666666666667,"light_user","don't read","40-54","agree","agree","agree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,31,1,2,2,1,1,2,2.66666666666667,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,42,2,2,2,1,3,2,2,"heavy_user","don't read","40-54","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,26,2,2,2,1,2,4,3,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,29,1,1,2,1,2,4,2.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","comfortable","SWEDEN"
1,1,3,28,2,3,4,1,2,2,3.66666666666667,"heavy_user","don't read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,51,1,1,4,1,2,3,3.66666666666667,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,34,1,1,2,1,3,3,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,28,1,1,4,1,1,1,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,2,2,56,2,2,3,1,3,4,3,"light_user","read","55+","agree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
2,1,3,35,2,2,2,1,2,2,2.33333333333333,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,69,2,2,1,1,3,2,3,"heavy_user","don't read","55+","agree","agree","agree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,1,51,3,2,3,1,4,1,4,"heavy_user","read","40-54","disagree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,42,3,1,3,1,3,2,3.66666666666667,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
2,1,1,71,1,1,1,2,1,1,3,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,47,1,1,1,3,1,2,2.66666666666667,"heavy_user","don't read","40-54","agree","agree","agree","disagree","agree","agree","comfortable","SWEDEN"
2,2,1,69,3,2,4,1,3,3,3,"light_user","read","55+","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,5,1,70,2,3,4,2,1,1,3.33333333333333,"light_user","read","55+","agree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
2,1,3,31,4,1,4,1,4,2,3,"light_user","don't read","25-39","disagree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
2,1,2,17,3,2,2,3,2,2,2,"light_user","read","15-24","disagree","agree","agree","disagree","agree","agree","comfortable","SWEDEN"
1,5,1,72,2,3,3,2,3,3,2.33333333333333,"light_user","read","55+","agree","disagree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
2,2,1,72,3,3,4,1,2,2,4,"light_user","read","55+","disagree","disagree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,73,2,2,4,1,3,1,3,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,46,1,1,4,1,1,1,4,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,26,4,2,4,1,4,4,1.33333333333333,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
2,3,3,39,2,1,3,1,2,2,2,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,51,2,1,2,1,2,1,4,"heavy_user","don't read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,2,2,44,1,2,3,1,4,2,2,"light_user","read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,32,1,1,1,1,4,2,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,48,2,1,1,1,1,1,2,"heavy_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,52,2,2,4,1,3,1,4,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,5,1,45,4,2,4,2,4,2,2.66666666666667,"light_user","read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
3,1,3,61,3,1,1,4,2,3,2,"light_user","don't read","55+","disagree","agree","agree","disagree","agree","disagree","comfortable","GERMANY"
1,1,3,37,1,2,4,1,1,1,4,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
2,1,3,51,4,2,4,1,3,2,2.66666666666667,"light_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,48,4,1,4,1,3,4,3,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,1,3,43,3,2,2,1,3,4,2,"heavy_user","don't read","40-54","disagree","agree","agree","agree","disagree","disagree","comfortable","SWEDEN"
1,2,1,73,2,1,4,1,4,4,1,"light_user","read","55+","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,3,70,4,1,4,1,4,2,2,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,68,1,1,4,1,4,4,2,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
3,2,3,49,3,2,4,1,2,2,3,"light_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,43,1,2,3,1,4,2,3,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,1,38,2,2,2,2,2,2,2,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,65,3,1,4,1,3,4,3,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,1,3,48,4,4,2,2,2,4,2.66666666666667,"heavy_user","don't read","40-54","disagree","disagree","agree","agree","agree","disagree","comfortable","SWEDEN"
1,4,3,58,2,2,4,1,4,2,3.66666666666667,"light_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","SWEDEN"
1,1,3,46,2,1,4,1,3,2,2,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,27,2,1,3,2,1,4,3,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","disagree","uncomfortable","SWEDEN"
3,5,1,70,3,2,2,2,3,4,3,"light_user","read","55+","disagree","agree","agree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,2,3,43,2,2,2,1,2,3,3,"light_user","don't read","40-54","agree","agree","agree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,1,32,2,3,1,1,2,3,2,"heavy_user","read","25-39","agree","disagree","agree","agree","agree","disagree","comfortable","SWEDEN"
2,1,2,52,2,3,2,1,2,1,2.33333333333333,"light_user","read","40-54","agree","disagree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,3,26,1,1,3,1,1,2,3.66666666666667,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
2,1,3,54,3,1,3,1,3,2,2,"light_user","don't read","40-54","disagree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,29,1,1,1,1,2,1,2.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","SWEDEN"
1,1,1,47,1,3,4,3,2,2,2.33333333333333,"heavy_user","read","40-54","agree","disagree","disagree","disagree","agree","agree","comfortable","SWEDEN"
1,1,2,67,2,1,3,1,3,3,2,"heavy_user","read","55+","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,1,2,31,3,1,2,1,1,3,4,"heavy_user","read","25-39","disagree","agree","agree","agree","agree","disagree","uncomfortable","SWEDEN"
1,1,3,62,2,2,3,1,3,1,2.33333333333333,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,54,2,2,4,1,2,2,3.33333333333333,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,28,2,1,3,1,3,2,2,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,3,45,2,1,4,1,4,3,3,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","disagree","uncomfortable","SWEDEN"
1,1,3,33,1,3,2,1,2,1,3,"heavy_user","don't read","25-39","agree","disagree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,41,1,1,4,1,3,2,2,"heavy_user","don't read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,1,2,52,2,2,4,1,3,2,2.66666666666667,"heavy_user","read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","SWEDEN"
1,2,3,56,2,2,2,1,2,2,3,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","SWEDEN"
1,3,2,45,2,3,3,2,2,1,2.66666666666667,"light_user","read","40-54","agree","disagree","disagree","agree","agree","agree","comfortable","SWEDEN"
1,5,3,56,2,2,4,1,3,4,2,"light_user","don't read","55+","agree","agree","disagree","agree","disagree","disagree","comfortable","SWEDEN"
1,4,3,55,3,2,4,1,2,1,4,"light_user","don't read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","SWEDEN"
1,1,3,74,2,1,1,1,4,2,4,"heavy_user","don't read","55+","agree","agree","agree","agree","disagree","agree","uncomfortable","SWEDEN"
